,Attr1,Attr2,Attr3,Attr4,Attr5,Attr9,Attr13,Attr15,Attr19,Attr20,Attr21,Attr27,Attr28,Attr29,Attr30,Attr32,Attr37,Attr39,Attr41,Attr42,Attr43,Attr47,Attr52,Attr55,Attr57,Attr59
310,-0.065419,0.87024,0.073738,1.1687,-95.416,0.78432,-0.075819,-5341.5,-0.083409,129.19,0.974,-0.25894,0.15077,4.2604,1.0116,202.57,0.53872,-0.00433,-3.7681,-0.017405,200.46,128.64,0.55499,1342.9,-0.50416,3.3375
311,0.24181,0.22257,0.69576,4.1391,291.09,1.0903,0.30126,247.33,0.2768,32.17,1.1184,11.208,8.423,3.5087,0.13646,106.48,122.77475041104144,0.30319,0.020722,0.30391,280.1,46.167,0.29174,2244.8,0.31103,0.0
312,0.076216,0.51517,0.16781,1.3257,7.0932,2.7509,0.062809,1088.3,0.034412,14.424,1.0329,32.395,0.52934,3.3771,0.18055,70.574,124.56278479379262,0.031463,0.098194,0.035175,87.084,14.892,0.19335,399.89,0.1572,0.0
313,0.026474,0.35883,0.47461,2.8054,79.81,1.5562,0.027922,3014.2,0.017012,25.054,1.0,3.4879,1.808,4.0129,0.22671,63.048,9.2117,0.022054,0.22164,0.023767,163.55,25.619,0.17273,4889.3,0.04129,0.10678
314,-0.47252,0.32293,0.65568,3.0304,400.88,0.64742,-1.0027,-293.24,-1.0799,0.0,0.077432,-7.5143,30.655,3.5643,0.004613,190.37,124.0207598318397,-1.1607,-0.024445,-1.1607,598.1,0.0,0.52155,2404.2,-0.73015,0.0
315,0.049484,0.10254,0.59742,6.8262,207.75,1.1609,0.14288,225.64,0.05672,1.8798,1.9344,158120.0,1.9911,3.485,-0.2267,33.841,122.61398225398293,0.047346,0.022519,0.044581,101.65,1.9732,0.092715,1825.2,0.055138,0.0
316,0.07375,0.18138,0.21969,3.502,66.436,1.0919,0.24743,272.72,0.094437,14.523,1.0655,1.1303,0.31723,4.4366,0.10163,35.667,2.8687,0.10351,0.023695,0.10351,68.186,15.858,0.097719,6003.9,0.090091,0.11431
317,-0.005854,0.3925,-0.096661,0.64048,-88.539,1.0321,0.04141,5539.8,-0.003573,24.49,1.1385,0.35629,-0.11677,5.1726,0.6266,162.18,1.0539,0.034522,0.25989,0.034522,97.997,25.276,0.44432,-14383.0,-0.009635,0.20352
318,0.10964,0.052074,0.68146,14.086,407.36,0.74761,0.26315,96.612,0.17911,12.639,0.98262,188.0,2.5574,4.0542,-0.70549,29.668,117.10690845816534,0.14306,0.009871,0.15117,74.352,14.749,0.081282,7720.9,0.11566,0.0
319,-0.12221,0.98011,0.082083,1.1265,-7.8127,0.96415,-0.031169,-5644.4,-0.050415,21.568,1.6156,-0.37158,0.30497,5.5937,0.47926,112.28,1.8431,-0.03854,-0.82132,-0.03854,128.96,20.795,0.30761,32205.0,-8.2104,22.26
320,-0.12221,0.98011,0.082083,1.1265,-7.8127,0.96415,-0.031169,-5644.4,-0.050415,21.568,1.6156,-0.37158,0.30497,5.5937,0.47926,112.28,1.8431,-0.03854,-0.82132,-0.03854,128.96,20.795,0.30761,32205.0,-8.2104,22.26
321,-0.024835,0.5616,0.30248,1.5386,-114.92,1.0423,-0.014995,-19017.0,-0.034549,262.57,0.80853,0.50168,2.2255,4.5859,0.40276,297.23,115.97396982082564,0.048132,0.37949,0.048132,300.07,273.68,0.81433,11656.0,-0.056831,0.0
322,0.017127,0.48048,0.2518,1.5241,-60.474,1.6363,0.030337,3533.0,0.01419,111.9,1.1562,2.1236,0.94056,3.4836,0.27972,111.64,123.7908801633591,0.039905,0.26349,0.021002,156.12,116.55,0.30586,766.69,0.032967,0.0
323,0.016059,0.34939,0.38702,3.3112,21.879,1.0596,0.025522,3642.9,0.012749,82.074,0.97384,0.52844,0.86868,4.4644,0.1203,47.216,1.3524,0.049871,0.13368,0.049871,98.222,86.965,0.12936,11275.0,0.031953,0.36198
324,0.015277,0.18158,0.16841,2.4297,2.7001,0.7098,0.20472,456.1,0.029545,82.158,1.3282,2.6336,0.23594,5.5956,0.25337,64.317,3.2013,0.058199,0.039311,0.041743,143.94,87.235,0.17621,66365.0,0.018666,0.04826
325,0.10414,0.36449,0.14468,1.3969,-11.037,1.0955,0.087667,862.77,0.07524,40.076,1.1977,0.90228,0.29478,4.6026,0.20637,82.857,118.98124294993433,0.082366,0.07187,0.082366,105.32,43.902,0.227,5794.4,0.16708,0.0
326,0.041261,0.54593,0.21066,1.3924,15.711,3.8119,0.017835,2931.0,0.012587,4.4679,1.39,72.344,0.83423,3.9845,0.12864,52.158,122.57743322700831,0.014499,0.26875,0.012516,66.164,4.5336,0.1429,2033.0,0.09087,0.0
327,-0.014735,0.20582,0.24799,2.7533,26.579,1.1029,0.078971,747.17,-0.007637,47.096,0.89858,0.06566,0.40617,4.7275,0.10606,44.724,3.4975,0.005953,0.057419,0.005953,89.452,51.944,0.12253,13242.0,-0.019017,0.083082
328,0.044357,0.041106,0.49586,13.063,367.06,1.0657,0.14901,189.47,0.10409,5.6082,0.89056,0.70858,1.0709,4.2007,-0.87192,30.089,116.9370914524928,0.066488,0.022826,0.066488,19.845,5.9768,0.082436,7871.8,0.047936,0.0
329,-0.2146,0.83467,-0.34763,0.58351,-185.18,0.88573,-0.2034,-1389.6,-0.24124,87.03,0.69776,-1.4401,-0.6777,4.9639,0.76665,250.35,158.64742612478878,-0.16259,-0.20409,-0.16259,161.98,77.085,0.6859,-31991.0,-1.6863,0.0
330,0.035883,0.038585,0.25317,8.7974,154.17,1.0434,0.19247,103.37,0.06086,1.2993,0.97404,0.53529,0.3544,4.4266,-0.19483,17.468,46.287,0.051304,0.009797,0.051304,56.276,1.3557,0.047856,6761.5,0.046083,0.007855
331,0.067856,0.37028,0.1185,1.3854,-20.063,1.0924,0.1305,875.28,0.069968,53.655,1.0731,0.88845,0.20644,5.2061,0.29494,103.61,4.0129,0.08133,0.072525,0.08133,124.54,58.613,0.28387,19045.0,0.14549,0.13467
332,0.097445,0.17816,0.098854,1.6535,8.8929,1.1401,0.22981,268.68,0.11659,23.269,1.3473,1.4091,0.13183,5.7061,0.16827,59.773,6.8055,0.12359,0.023486,0.12359,82.256,26.53,0.16376,50242.0,0.13546,0.037377
333,-0.32302,0.15017,0.70371,5.6872,36.078,1.601,-0.17858,-191.71,-0.19823,117.04,1.5318,-40.703,4.8148,3.8739,0.050237,28.551,119.70090581533144,-0.19887,-0.017425,-0.19908,178.5,97.626,0.078221,5263.3,-0.3801,0.0
334,0.036503,0.77648,0.11551,1.4775,-33.336,1.0317,-0.007418,-35124.0,0.044915,21.417,1.2783,1.1236,0.17977,6.0766,0.70276,83.756,0.54929,0.1089,0.41483,0.1089,64.035,22.097,0.22947,137790.0,0.44105,6.4586
335,-0.11906,0.62438,-0.14264,0.69262,-57.414,1.3354,-0.048709,-3503.6,-0.089159,19.157,0.95193,-2.886,-0.2102,3.407,0.45735,118.25,1.6704,-0.072633,-0.59851,-0.066489,82.186,17.86,0.32396,-364.12,-0.31698,0.40056
336,-0.21841,1.0982,-0.87169,0.20629,-772.88,0.69011,-0.38076,-2787.5,-0.56179,148.11,0.82641,-2.8751,-1.127,4.67,2.9012,732.48,167.96502260425194,-0.41662,-0.4058,-0.41662,213.44,102.22,2.0068,-40776.0,1.4538,0.0
337,-0.1231,0.29571,-0.11949,0.58315,-1302.2,0.030767,-3.6473,-961.82,-4.4971,1679.8,0.23984,-14.469,-0.14348,4.0084,9.6091,1064.1,2.8327,-2.1959,-0.093739,-4.2675,1982.3,280.19,1.5541,0.58315,-0.17478,0.012816
338,-0.071776,0.79401,-0.011556,0.96632,-132.39,0.62547,-0.063627,-7282.4,-0.11252,94.083,1.0703,-1.5652,-0.017288,4.353,1.253,183.51,0.83278,-0.091094,-2.1403,-0.068664,148.4,86.229,0.50278,-260.49,-0.34845,0.99299
339,0.017843,0.89739,0.018509,1.0251,-106.7,1.0188,0.033636,7030.6,0.015946,108.85,1.6404,0.19131,0.075447,4.8419,0.62472,197.64,2.119,0.018778,0.5841,0.018778,190.11,110.89,0.54149,1286.0,0.17625,1.5925
340,-0.00565,0.53246,0.093409,1.2306,-94.419,1.0293,0.07185,3542.9,-0.005998,128.62,1.1551,0.23291,0.18624,5.0195,0.62899,199.32,1.8004,0.022627,0.22821,0.022627,211.73,132.39,0.54608,9771.0,-0.012084,0.27254
341,0.014266,0.26773,0.52468,3.7956,351.76,0.54352,0.1729,1039.9,0.026248,84.595,1.8906,0.21739,1.824,5.1214,0.39154,178.5,9.0589,0.15062,0.10552,0.00895,373.26,119.81,0.48905,69391.0,0.019482,0.088396
342,0.1966,0.096081,0.38422,5.2056,192.09,1.289,0.294,144.11,0.23473,29.553,1.0505,3.0903,0.73264,4.7539,0.11408,51.93,86.504,0.23973,0.012763,0.23973,208.65,38.096,0.14227,21802.0,0.23101,0.00555
343,0.038149,0.32081,0.21374,1.9957,-47.147,0.61981,0.12566,1503.4,0.067592,147.7,1.1674,1.8457,0.37394,5.4327,0.5176,150.02,1.6732,0.15732,0.20678,0.025368,236.62,174.54,0.40928,1.9957,0.0,0.15627
344,0.093174,0.4618,0.23524,2.1683,6.9201,1.1506,0.19188,1044.9,0.11621,94.912,1.1346,1.4587,0.41752,5.8579,0.48009,100.58,0.83688,0.12678,0.0892,0.12678,162.63,109.21,0.27557,169610.0,0.18284,0.5111
345,0.02088,0.43715,0.39323,3.6426,136.0,1.0514,0.097173,1987.7,0.025276,52.317,1.2192,0.54217,0.85865,4.9289,0.49942,69.126,1.4692,0.051568,0.14092,0.051568,228.44,55.004,0.18939,33388.0,0.037097,0.5123
346,0.001004,0.38854,0.59949,8.7097,397.79,1.0145,0.088297,3217.1,0.004481,71.763,1.1116,0.15412,1.8574,5.3932,0.69555,57.673,1.8633,0.015191,0.25843,0.015191,462.16,72.804,0.15801,148230.0,0.00165,0.5109
347,0.13564,0.19026,0.24314,2.525,100.95,1.2294,0.23946,307.23,0.17882,16.361,1.2392,2.2361,0.40699,4.1239,0.14109,75.795,11.689,0.18189,0.027324,0.18189,132.99,0.18189,0.20766,3234.1,0.1689,0.038378
348,-0.000955,0.042746,0.53054,13.412,412.14,0.95243,0.060602,685.11,-0.001665,101.52,1.0525,-0.47773,1.2433,4.6726,-1.0217,39.544,99.06643142512932,-0.05016,0.3089,-0.05016,141.31,96.694,0.10834,24962.0,-0.001013,0.0
349,0.001664,0.59204,-0.013274,0.97536,-83.585,1.0252,0.031425,4127.1,0.003406,76.691,1.0638,0.20869,-0.027975,4.5043,0.34619,121.0,3.2936,0.020356,0.24148,0.020356,111.1,78.623,0.3315,-423.93,0.004091,0.13094
350,0.047256,0.11193,0.6802,7.077,429.8,1.0604,0.138,502.38,0.10199,25.883,1.0172,0.56682,3.2722,4.9263,-1.0198,73.518,65.33502896815601,0.053452,0.069803,0.053452,48.907,27.446,0.20142,57399.0,0.055131,0.0
351,0.006556,0.46524,0.34449,1.7406,29.679,1.002,0.018851,9477.5,0.000771,102.8,1.8792,-0.026644,1.8095,5.3652,0.4889,178.96,4832.3,-0.002659,1.0436,-0.002659,310.7,103.0,0.49031,79868.0,0.01226,0.00021
352,0.007945,0.11602,0.56654,5.8921,331.61,0.98922,0.088932,1040.8,0.024432,133.76,0.94829,-0.017089,1.7836,5.8159,-0.15032,91.387,2364.8,-0.001728,0.13281,-0.001728,396.91,132.32,0.25038,370780.0,0.009009,0.000247
353,0.084803,0.28273,0.20544,2.105,3.5377,1.1238,0.14701,508.41,0.077296,38.406,1.3171,0.90982,0.33753,4.5001,0.19975,55.231,2.5417,0.080961,0.04468,0.080961,88.661,43.16,0.15132,6498.7,0.12209,0.13939
354,0.13624,0.38261,0.32665,1.8652,41.596,1.0912,0.10574,883.98,0.091194,37.441,1.6987,0.86111,1.1042,5.0909,0.21819,100.65,108.57,0.078915,0.090083,0.078915,153.88,40.855,0.27575,40269.0,0.23345,0.008695
355,-0.029463,0.48287,0.11104,1.23,-43.976,0.98767,0.015555,7135.4,-0.027145,67.628,0.91706,-0.12256,0.27345,4.3382,0.28628,109.62,121.50798943827093,-0.012409,0.33004,-0.012409,128.88,66.794,0.30033,2419.4,-0.082229,0.0
356,0.054387,0.24797,0.45126,5.229,129.54,1.0051,0.10637,846.59,0.067013,44.66,1.0547,5.0426,1.0209,3.8146,0.11021,41.538,3.0875,0.067074,0.06915,0.079571,150.95,47.871,0.1138,2944.5,0.07232,0.18735
357,0.072839,0.6278,-0.12409,0.7419,-48.495,1.0643,0.090593,1118.1,0.040413,21.669,1.0858,0.61982,-0.19289,4.2728,0.2534,82.558,1.5126,0.058238,0.084154,0.058238,46.706,23.062,0.22619,-2325.3,0.19678,0.39719
358,0.072817,0.6093,-0.010787,0.98144,-19.202,2.3938,0.048377,1920.4,0.035082,15.828,1.3741,5.6262,-0.025105,3.4242,0.24035,91.742,16.566,0.034146,0.15241,0.042374,80.717,16.387,0.25135,-28.646,0.18637,0.072083
359,0.10425,0.52275,0.25549,1.5005,31.898,1.0764,0.087704,1144.0,0.067939,17.657,1.2358,0.79674,1.0915,4.4834,0.26567,105.46,54.825,0.074021,0.096362,0.074021,141.67,19.006,0.28892,7776.3,0.22438,0.026457
360,0.048565,0.77731,0.1089,1.165,14.279,1.8422,0.048101,3201.8,0.026362,5.1133,1.3126,2.427,0.47124,3.5505,0.41116,133.35,15.354,0.019378,0.24768,0.035046,145.83,5.2143,0.36535,386.86,0.21808,0.21733
361,-0.183,0.87195,-0.27343,0.57597,-151.4,0.87419,-0.17704,-2423.7,-0.28161,23.962,0.92336,-1.9174,-0.43499,4.8246,1.082,277.41,1.421,-0.21933,-0.33678,-0.21933,147.61,20.947,0.76001,-18259.0,-1.9027,2.3612
362,0.065643,0.051305,0.47764,10.31,136.61,1.0715,0.11485,150.75,0.075861,36.709,1.1977,0.74657,1.014,4.6288,-0.096664,18.551,103.98326650328676,0.069674,0.014351,0.069674,125.29,39.334,0.050824,20317.0,0.07187,0.0
363,0.1347,0.45876,0.15775,1.429,36.503,1.3339,0.32899,381.57,0.10098,24.739,1.4316,463.8615514166013,0.33243,4.8113,0.329,156.53,4.8563,0.000409,0.05028,0.0,135.27,38.484,0.42885,10217.0,0.24888,0.16552
364,0.085056,0.37045,0.11113,1.3096,-2.3462,1.5003,0.0854,1055.3,0.061779,28.302,1.2586,5.1488,0.20974,3.906,0.23802,92.876,30.909,0.059587,0.084522,0.07376,110.21,30.096,0.25446,895.15,0.13511,0.018182
365,0.08382,0.52553,0.10446,1.6341,30.025,1.014,0.1575,1201.1,0.10416,10.804,1.4755,12.62,0.14294,4.0389,0.493,66.347,0.90254,0.1061,0.10387,0.11299,86.468,12.086,0.18177,1142.6,0.17666,0.55858
366,0.5279,0.37734,0.5175,2.4936,79.877,1.5593,0.36298,243.35,0.33856,53.095,1.0622,0.0,3.805,4.6746,-0.061371,94.046,99.6481339287368,0.022242,0.33026,0.0,91.339,61.564,0.25766,24463.0,0.84782,0.0
367,0.039128,0.57704,-0.074104,0.84657,-80.772,1.0008,0.086213,1964.5,0.03085,51.185,1.0926,0.48999,-0.12536,4.988,0.4341,141.87,2.4927,0.04896,0.14623,0.04896,104.73,51.226,0.38869,-7208.9,0.11213,0.26957
368,0.048702,0.24069,0.45038,4.7049,75.881,1.1895,0.086004,858.76,0.053828,67.102,1.0566,5.0936,1.0522,3.7527,0.077449,39.617,3.0013,0.058415,0.077694,0.054637,128.78,71.265,0.10854,2548.7,0.06414,0.15502
369,0.046657,0.2279,0.023984,1.3176,-16.871,1.1451,0.19338,834.97,0.11132,28.028,1.2883,1.4782,0.026634,5.283,0.39152,61.275,0.39344,0.12909,0.068878,0.12909,49.446,32.096,0.16788,4602.1,0.062396,0.20377
370,0.053167,0.48606,-0.10613,0.76906,-21.345,4.0912,0.02593,1672.4,0.015063,10.852,2.7435,3.1693,-0.16414,3.628,0.11531,41.817,8.7435,0.019569,0.13233,0.019059,29.593,11.069,0.11457,-450.62,0.10345,0.05158
371,-0.069876,1.0566,-0.053994,0.9256,-58.467,2.391,-0.018638,-8654.5,-0.029225,49.08,1.0278,0.0,-0.1645,3.8876,0.44135,113.25,1.1483,0.001007,1.3914,0.0,102.3,50.168,0.31027,-416.79,1.234,-5.3868
372,0.26236,0.14722,0.49898,4.3894,68.106,1.6434,0.16773,194.94,0.15965,69.382,1.1876,0.0,1.4103,3.8914,-0.047186,56.641,121.07363468461882,0.000594,0.3693,0.0,91.462,120.19,0.15518,3885.9,0.30766,0.0
373,0.011461,0.50778,0.074423,1.2397,-70.809,1.051,0.056396,4009.7,0.013006,97.521,1.0495,0.50227,0.121,4.5415,0.59668,145.32,0.84108,0.047791,0.22338,0.047791,162.26,102.49,0.39814,2589.2,0.023664,0.40734
374,0.057905,0.14196,0.72398,6.0999,335.47,1.0306,0.13065,552.93,0.1022,42.018,1.0128,0.23109,5.4002,4.7312,-0.49955,74.451,84.49055662601722,0.022423,0.12789,0.022423,180.04,43.303,0.20398,38984.0,0.069195,0.0
375,0.1686,0.06887,0.36921,6.3609,136.83,1.2504,0.27628,86.795,0.20124,27.928,1.1451,2.4295,0.65704,5.7542,-0.13553,29.983,-93.04874765557976,0.1943,0.008019,0.1943,79.001,34.92,0.082147,209630.0,0.2104,0.0
376,0.021676,0.2423,0.53444,6.0819,252.6,0.7325,0.12255,985.22,0.04861,51.843,0.9105,1.1828,1.4829,3.8855,-0.14004,57.929,5.0889,0.095384,0.091036,0.047181,145.14,57.309,0.15871,4105.6,0.028608,0.13889
377,0.10418,0.3891,0.16319,1.6887,39.776,1.1704,0.19581,619.73,0.11522,13.408,1.2053,12.348,0.27204,4.101,0.2852,82.822,2.3618,0.10778,0.05465,0.12219,102.78,15.028,0.22691,2059.0,0.17054,0.24753
378,0.094071,0.38179,0.41748,2.0935,37.352,1.0699,0.070604,946.57,0.056801,29.205,1.0229,0.6118,2.0798,4.7191,0.12562,71.502,102.24419534035206,0.057184,0.0848,0.057184,109.93,31.245,0.19589,21864.0,0.15722,0.0
379,0.2128,0.11783,0.52615,8.7097,156.54,0.86038,0.32438,154.09,0.31087,121.32,2.1589,96.964,1.2972,4.5085,-0.082601,48.045,47.142,0.3974,0.014867,0.29353,163.64,192.66,0.12597,8.7097,0.24122,0.007416
380,0.072622,0.48192,-0.023652,0.92823,-67.704,1.2148,0.22622,949.5,0.1169,36.999,1.0242,1.7185,-0.034075,4.174,0.56869,178.43,1.4626,0.14146,0.077147,0.14146,127.65,44.947,0.48885,-353.11,0.14479,0.30382
381,0.072672,0.074988,0.65754,9.7685,128.33,1.0368,0.11368,240.26,0.090856,39.776,1.388,0.36574,2.4583,4.7383,-0.17138,28.318,87.65685390884275,0.035275,0.042345,0.035275,99.748,41.241,0.077584,35989.0,0.080456,0.0
382,0.12641,0.70442,0.28179,2.0185,35.434,1.9423,0.066078,2003.3,0.06508,22.026,1.7018,0.0,0.63819,4.3311,0.32348,64.102,4.3156,0.023918,12.124,0.0,88.814,27.156,0.17562,6039.4,0.42765,0.34591
383,0.022532,0.7785,0.07514,1.1453,-53.133,1.5111,0.020529,9159.9,0.014912,29.798,1.3549,0.0,0.18422,4.5955,0.49351,137.97,3.0443,0.003679,3.057,0.0,98.3,32.922,0.37799,2960.6,0.10173,0.69514
384,-0.060938,0.87175,0.12081,1.4154,-7.2782,0.97408,-0.02174,-15024.0,-0.064154,37.555,1.7284,-0.18534,0.20535,4.9349,0.87029,106.16,0.53616,-0.019027,1.258,-0.019027,130.3,36.581,0.29084,10399.0,-0.76437,7.2862
385,0.18074,0.36883,0.29202,1.7917,20.903,1.1183,0.14045,452.83,0.10577,31.987,1.2807,1.1769,0.86103,5.1598,0.16906,71.128,81.16952881485417,0.10523,0.040943,0.10523,111.91,35.772,0.19487,42186.0,0.29179,0.0
386,0.057894,0.59166,-0.079538,0.67694,-155.24,1.1809,0.187,2255.2,0.11306,33.822,1.4385,1.9694,-0.095445,4.8312,1.1527,207.23,0.34509,0.16677,0.15781,0.16677,86.667,39.94,0.56777,-5391.8,0.14395,0.85898
387,0.019213,0.5263,-0.015068,0.89429,-88.844,1.2484,0.14525,2722.3,0.026883,50.107,1.3263,2.4983,-0.017269,5.9673,1.0453,133.7,0.15838,0.20012,0.11183,0.20012,81.838,62.555,0.3663,-13975.0,0.041054,0.82
388,0.044063,0.76396,-0.16377,0.78562,-94.557,2.0003,0.023171,6016.3,0.022028,52.094,0.85292,0.0,-0.40962,3.4642,0.36998,160.76,124.6950785719918,0.013217,11.143,0.0,104.11,60.075,0.44043,-476.92,0.18667,0.0
389,0.0023,0.49318,0.22418,1.4811,23.507,0.99906,0.049418,2412.1,0.002678,27.659,0.86578,0.08097,0.72348,4.4679,0.32619,112.51,21.141,0.008105,0.19577,0.008105,162.88,27.633,0.30825,6584.4,0.005407,0.064022
390,0.44767,0.2109,0.61494,4.9178,140.05,1.7905,0.27304,157.47,0.25003,16.486,1.1347,530.87,2.6959,3.7646,-0.08366,41.312,121.40456590963,0.22547,0.015771,0.22596,81.664,21.286,0.11318,3576.2,0.56732,0.0
391,0.083043,0.6028,0.19598,1.3265,-34.66,3.7177,0.10214,579.42,0.022337,39.302,1.0103,0.0,0.96201,3.1638,0.1521,80.794,124.75931199909736,0.000154,0.067726,0.0,71.741,53.879,0.22135,285.75,0.20907,0.0
392,0.016496,0.30022,0.33903,2.1393,38.896,1.5882,0.21419,322.14,0.010387,55.397,0.95216,0.0,0.93294,3.8706,0.16082,88.259,122.47703762389844,0.003729,0.030918,0.0,136.01,71.492,0.2418,2516.9,0.023573,0.0
393,0.068993,0.42869,0.24868,2.9462,36.906,1.1423,0.17192,948.85,0.093806,63.642,1.0081,1.4096,0.39883,5.1577,0.32512,55.542,0.69525,0.1234,0.072914,0.1234,97.644,72.699,0.15217,35756.0,0.12524,0.54624
394,-0.025257,0.39856,0.50904,2.2772,11.78,3.468,0.62437,67.184,-0.007283,57.266,0.87522,0.0,5.509,3.9546,0.10033,176.31,120.35815183772488,0.004376,0.006065,0.0,89.184,240.7,0.48305,4584.6,-0.041995,0.0
395,0.09491,0.68928,0.06655,1.149,-14.171,1.3598,0.12467,1484.0,0.069794,30.231,1.0389,4.9702,0.13671,4.4231,0.47798,126.35,5.3342,0.051163,0.12079,0.085002,126.73,31.861,0.34617,1762.8,0.30545,0.24168
396,0.23759,0.47507,0.15073,1.9068,33.352,1.8435,0.21318,441.24,0.12888,1.4324,1.4955,11.435,0.22067,4.3688,0.25514,37.575,2.2738,0.12413,0.03864,0.13802,60.175,1.6354,0.10295,3523.4,0.45262,0.25948
397,0.063056,0.3328,0.35913,2.8545,68.435,0.85114,0.084206,1511.0,0.062339,56.603,0.72706,0.62674,0.80303,3.773,-0.001927,63.016,2.9087,0.073635,0.12,0.073635,82.706,48.177,0.17265,2129.3,0.10285,0.22695
398,0.012701,0.71943,0.39418,1.7608,22.517,1.0139,0.010834,7922.6,0.005808,24.197,1.1647,0.18201,4.4932,4.7373,0.17925,62.673,3.5238,0.017951,0.33648,0.017951,88.005,24.534,0.17171,21526.0,0.045269,0.71757
399,0.16106,0.5804,-0.04356,0.91052,-60.884,1.0082,0.15175,902.09,0.10408,46.527,1.1091,-0.09235,-0.078241,4.5898,0.37137,115.76,2.629,-0.00916,0.32018,-0.00916,101.72,46.909,0.31716,-1693.8,0.49608,0.2882
400,0.067821,0.83978,0.15862,1.1905,14.477,1.4511,0.050365,4194.0,0.046737,5.4798,1.0963,9.8557,18.246,3.7435,0.51616,215.29,123.5699833312448,0.027157,0.3503,0.051442,206.32,5.6328,0.58985,878.83,0.4233,0.0
401,0.064037,0.63617,0.37499,1.6369,28.198,1.9344,0.034303,3499.3,0.033104,47.341,0.74703,464.1770993159199,10.337,3.5057,0.28257,153.75,123.34288494817557,0.012385,9.142,0.0,162.15,65.52,0.42122,1201.6,0.17601,0.0
402,0.59391,0.3448,0.31309,1.908,60.471,2.028,0.38849,159.74,0.36297,14.585,1.5139,33.521,0.9152,3.9508,0.15887,99.308,122.2141664712236,0.37509,0.014183,0.37408,109.32,23.34,0.27208,2795.8,0.90646,0.0
403,0.10138,0.25647,0.54879,3.1398,334.24,0.54817,0.26549,643.21,0.22852,113.8,1.1269,37.627,2.818,4.111,0.46049,219.78,117.66252883869322,0.223,0.060883,0.21918,532.66,146.46,0.60213,7086.8,0.13635,0.0
404,-0.023598,0.27815,0.17526,1.6301,17.584,0.98863,0.00688,7265.5,-0.012615,9.9677,1.2539,-0.16241,0.32065,5.1469,0.12659,49.418,98.4264424919087,-0.016427,1.4676,-0.016427,73.86,9.8544,0.13539,24583.0,-0.033556,0.0
405,0.22448,0.25975,0.13983,2.2517,12.022,1.4476,0.38401,309.95,0.343,18.951,1.2059,4.7962,0.18683,6.1818,0.32086,74.106,1.42,0.33132,0.028794,0.33132,76.155,27.433,0.20303,212540.0,0.37116,0.24476
406,0.15367,0.22552,0.30046,2.7091,-7.3168,1.2197,0.2345,334.91,0.18207,102.46,1.1741,2.2138,0.57368,5.0773,0.21502,74.671,3.6611,0.1815,0.030239,0.1815,157.93,124.97,0.20458,35898.0,0.20183,0.06531
407,0.020162,0.54586,0.23918,1.6191,-5.6023,1.4655,0.014465,9398.4,0.013758,30.016,1.0125,463.5887328514559,0.6387,4.8798,0.33763,103.19,3.6936,0.037179,17.545,0.0,108.23,32.188,0.2827,18137.0,0.044397,0.30107
408,0.10001,0.43275,0.21324,2.1895,68.915,1.1059,0.36802,388.09,0.090431,51.678,0.92099,463.9932180906763,0.35103,4.4832,0.33906,132.11,1.1665,0.002065,0.046988,0.0,103.68,115.39,0.36194,6487.2,0.17631,0.35655
409,0.022091,0.51569,0.29808,1.578,48.521,1.4689,0.029301,4373.3,0.018116,25.117,1.186,3.0044,1.6007,4.0999,0.29563,130.41,120.555610755528,0.017389,0.35329,0.02194,180.81,25.562,0.35729,3751.4,0.045614,0.0
410,0.059905,0.13632,0.18474,2.3747,0.17533,1.109,0.12879,440.66,0.085491,40.348,1.0789,1.0089,0.27133,4.9884,0.1442,62.042,114.6,0.090974,0.038071,0.090974,92.327,44.745,0.16998,17987.0,0.085083,0.002754
411,0.21462,0.17334,0.1534,3.9888,75.445,1.6624,0.4965,224.21,0.4508,31.996,1.2043,6.5529,0.19289,6.2147,0.23565,54.796,1.2696,0.39418,0.022794,0.39418,82.167,53.19,0.15013,251490.0,0.28405,0.16149
412,-0.12039,0.43996,0.13426,2.1946,3.2329,0.89787,-0.027152,-8578.8,-0.14634,65.646,1.02,-1.048,0.17822,5.0868,0.58584,53.425,0.37445,-0.11673,8.5228,-0.11673,109.31,58.941,0.14637,16395.0,-0.22445,0.61072
413,-0.017813,0.2635,0.053498,1.203,-38.096,0.99708,0.053911,1734.4,-0.021411,52.425,1.3094,-0.12514,0.078328,4.8875,0.25391,93.231,120.57686096839647,-0.01255,0.13417,-0.01255,109.27,52.272,0.25543,4128.7,-0.031666,0.0
414,0.005782,0.033062,0.75168,23.736,675.6,0.94224,0.11096,336.16,0.023488,163.32,0.66318,-0.53503,3.4919,4.6455,-1.7061,35.147,90.52021196650333,-0.056782,0.10948,-0.056782,207.65,153.89,0.096292,33228.0,0.006099,0.0
415,-0.10104,0.27523,-0.0467,0.8081,-96.589,0.92498,-0.061297,-2790.9,-0.13617,58.92,1.0412,-0.62419,-0.058133,5.3331,0.40944,139.92,3.1961,-0.067482,2.0839,-0.067482,90.014,54.5,0.38333,-10056.0,-0.13941,0.043975
416,0.085955,0.13373,0.26271,3.1082,46.807,1.1284,0.19939,262.77,0.11495,63.961,1.0802,1.1255,0.4288,5.0207,0.10506,55.091,24.592,0.09975,0.025622,0.09975,136.79,72.171,0.15093,27553.0,0.10825,0.011476
